fases	varH
5.505010020040080	39578194592340.38
5.507014028056112	39574647907656.62
5.509018036072145	39571199818389.19
5.511022044088176	39567848095507.62
5.513026052104208	39565151862738.19
5.515030060120241	39561990017599.94
5.517034068136272	39558913311662.25
5.519038076152304	39555921993495.88
5.521042084168337	39553012034808.62
5.523046092184368	39550745271808.19
5.525050100200401	39547994805021.94
5.527054108216433	39545320283731.19
5.529058116232465	39542716542678.31
5.531062124248497	39540181572639.75
5.533066132264529	39537713408719.69
5.535070140280562	39535312455872.38
5.537074148296593	39532975552942.44
5.539078156312625	39530699799229.00
5.541082164328658	39528483392100.31
5.543086172344689	39526324570138.00
5.545090180360721	39524224859071.62
5.547094188376754	39522179318085.50
5.549098196392785	39520186240891.00
5.551102204408817	39518244002130.69
5.553106212424850	39516351007813.62
5.555110220440882	39514508576957.75
5.557114228456914	39512149250536.75
5.559118236472946	39510399201035.38
5.561122244488978	39508692521445.44
5.563126252505010	39507027774315.25
5.565130260521042	39505409698662.31
5.567134268537074	39503833193689.25
5.569138276553106	39501730698383.44
5.571142284569138	39500231225482.75
5.573146292585170	39498767379016.25
5.575150300601202	39497341666606.62
5.577154308617234	39495388837531.19
5.579158316633267	39494037655769.12
5.581162324649299	39492717503905.38
5.583166332665330	39491430158596.88
5.585170340681363	39489612154216.62
5.587174348697395	39488390439245.19
5.589178356713427	39487196246410.88
5.591182364729459	39485470609602.88
5.593186372745491	39484342536278.06
5.595190380761523	39483238275172.62
5.597194388777555	39481595539989.31
5.599198396793587	39480550926497.12
5.601202404809619	39479527390749.00
5.603206412825651	39477965093423.00
5.605210420841683	39476999845590.94
5.607214428857715	39475483530332.75
5.609218436873747	39474568364454.25
5.611222444889780	39473672871200.56
5.613226452905812	39472227941916.44
5.615230460921843	39471381629361.69
5.617234468937876	39469980190431.88
5.619238476953908	39469178620179.12
5.621242484969940	39467823610779.25
5.623246492985972	39467060688697.00
5.625250501002004	39466320008332.31
5.627254509018036	39465022534269.88
5.629258517034068	39464322572426.56
5.631262525050100	39463063943685.81
5.633266533066132	39462399491298.44
5.635270541082164	39461180609919.12
5.637274549098196	39460553093417.50
5.639278557114229	39459369643751.81
5.641282565130260	39458775391406.50
5.643286573146293	39457625781846.12
5.645290581162325	39457063698752.88
5.647294589178356	39455946388403.94
5.649298597194389	39455415407071.56
5.651302605210421	39454329822309.44
5.653306613226453	39453257485054.56
5.655310621242485	39452776677941.19
5.657314629258517	39451734241718.44
5.659318637274549	39451280433770.62
5.661322645290581	39450267162450.94
5.663326653306613	39449838732600.56
5.665330661322646	39448853926354.12
5.667334669338677	39448449279326.38
5.669338677354709	39447492330368.19
5.671342685370742	39446541502390.75
5.673346693386773	39446184798857.38
5.675350701402806	39445260945505.00
5.677354709418838	39444924295449.69
5.679358717434869	39444026823896.12
5.681362725450902	39443134188276.62
5.683366733466934	39442837040196.38
5.685370741482966	39441968568722.31
5.687374749498998	39441689537385.38
5.689378757515030	39440846068812.38
5.691382765531062	39440010568525.50
5.693386773547094	39439767750961.75
5.695390781563126	39438954081879.50
5.697394789579159	39438152122557.75
5.699398797595190	39437937322173.06
5.701402805611222	39437150592415.06
5.703406813627255	39436379837971.50
5.705410821643286	39436191833841.88
5.707414829659319	39435435111723.12
5.709418837675351	39435266208630.56
5.711422845691382	39434527512686.69
5.713426853707415	39433801239241.50
5.715430861723447	39433659364929.31
5.717434869739479	39432947403762.12
5.719438877755511	39432247418609.50
5.721442885771543	39431553046176.75
5.723446893787575	39431441101313.38
5.725450901803607	39430765758345.19
5.727454909819639	39430094598659.88
5.729458917835672	39430005167617.25
5.731462925851703	39429352890496.31
5.733466933867735	39428704222916.88
5.735470941883768	39428636796061.25
5.737474949899799	39428008163883.12
5.739478957915832	39427383506016.00
5.741482965931864	39427338189993.06
5.743486973947896	39426729420187.88
5.745490981963928	39426126021404.81
5.747494989979960	39425525041854.81
5.749498997995992	39425509839248.62
5.751503006012024	39424927084780.44
5.753507014028056	39424346583562.44
5.755511022044088	39423770248171.50
5.757515030060120	39423783774406.19
5.759519038076152	39423223179391.31
5.761523046092185	39422665827615.00
5.763527054108216	39422696268560.81
5.765531062124248	39422157120495.19
5.767535070140281	39421620035930.25
5.769539078156313	39421087498364.56
5.771543086172344	39421141268991.75
5.773547094188377	39420622952720.38
5.775551102204409	39420106586345.12
5.777555110220440	39419598201129.12
5.779559118236473	39419671916347.38
5.781563126252505	39419173692207.75
5.783567134268537	39418677305500.06
5.785571142284569	39418191271225.94
5.787575150300601	39417707980716.38
5.789579158316633	39417806569385.62
5.791583166332665	39417332315237.19
5.793587174348698	39416867852273.62
5.795591182364729	39416405392806.56
5.797595190380761	39416521931594.81
5.799599198396794	39416066682948.00
5.801603206412826	39415620564630.50
5.803607214428857	39415176325237.25
5.805611222444890	39415309359486.19
5.807615230460922	39414871585707.00
5.809619238476953	39414443175930.25
5.811623246492986	39414016526463.69
5.813627254509018	39413591652678.94
5.815631262525050	39413744207182.31
5.817635270541082	39413332013929.81
5.819639278557114	39412924213974.19
5.821643286573146	39412518125639.06
5.823647294589178	39412113761336.06
5.825651302605211	39412290384898.06
5.827655310621243	39411899090504.31
5.829659318637274	39411509396312.06
5.831663326653307	39411121311740.88
5.833667334669339	39410735159124.88
5.835671342685370	39410932090981.88
5.837675350701403	39410558270831.69
5.839679358717435	39410185953839.94
5.841683366733466	39409815148409.94
5.843687374749499	39409448960023.56
5.845691382765531	39409088468805.75
5.847695390781563	39409304363805.19
5.849699398797595	39408949060117.12
5.851703406813627	39408596672137.19
5.853707414829660	39408250308642.75
5.855711422845691	39407907797038.75
5.857715430861724	39408139670979.56
5.859719438877756	39407801958283.69
5.861723446893787	39407465615324.38
5.863727454909820	39407135341996.75
5.865731462925852	39406808445550.19
5.867735470941883	39406483023688.75
5.869739478957916	39406731152280.88
5.871743486973948	39406410254717.12
5.873747494989980	39406094525501.94
5.875751503006012	39405782645013.25
5.877755511022044	39405472146029.06
5.879759519038076	39405163029515.06
5.881763527054108	39405426101103.25
5.883767535070140	39405123705836.81
5.885771543086173	39404827931248.19
5.887775551102204	39404533485413.25
5.889779559118236	39404240367231.31
5.891783567134269	39403948576238.38
5.893787575150300	39403658112891.50
5.895791583166332	39403944366058.62
5.897795591182365	39403663810758.88
5.899799599198396	39403384499077.06
5.901803607214429	39403106429621.06
5.903807615230461	39402829601720.88
5.905811623246493	39402555191036.94
5.907815631262525	39402854211359.19
5.909819639278557	39402588219706.69
5.911823647294590	39402323391892.75
5.913827655310621	39402059726214.06
5.915831663326653	39401797221332.75
5.917835671342686	39401537924589.88
5.919839679358717	39401283220501.25
5.921843687374749	39401596989131.75
5.923847695390782	39401347626437.12
5.925851703406813	39401099379809.81
5.927855711422845	39400852246655.88
5.929859719438878	39400607716211.19
5.931863727454910	39400367967633.50
5.933867735470942	39400129383124.38
5.935871743486974	39399891958697.38
5.937875751503006	39400220192155.19
5.939879759519038	39399986265972.75
5.941883767535070	39399753377427.62
5.943887775551103	39399526413626.00
5.945891783567134	39399300578185.94
5.947895791583166	39399075826887.69
5.949899799599199	39398852155696.00
5.951903807615230	39398629560862.94
5.953907815631262	39398970454862.56
5.955911823647295	39398753482677.25
5.957915831663327	39398539868643.50
5.959919839679358	39398327803743.62
5.961923847695391	39398117717675.75
5.963927855711423	39397908657801.50
5.965931863727455	39397700619612.88
5.967935871743487	39397493598806.50
5.969939879759519	39397290846566.19
5.971943887775551	39397650779273.62
5.973947895791583	39397452294830.12
5.975951903807615	39397254767816.69
5.977955911823647	39397058193041.75
5.979959919839679	39396862566145.69
5.981963927855711	39396667882089.69
5.983967935871743	39396477145053.44
5.985971943887775	39396288655857.69
5.987975951903808	39396101134867.00
5.989979959919840	39396472064371.44
5.991983967935871	39396287365337.62
5.993987975951904	39396103543132.50
5.995991983967936	39395920592970.62
5.997995991983968	39395740401136.19
6.000000000000000	39395563292747.25

